cultura,area_ha,ph,fosforo_ppm,potassio_ppm,materia_organica_percent,fase_enos,precipitacao_total_ciclo,temperatura_media_ciclo,temperatura_max_ciclo,dias_calor_extremo_ciclo,produtividade_kg_ha
Milho,19.52,5.6,17.47,73.47,2.36,Neutro,592.5,24.82493913984312,35.9,8.083333333333334,4031.1358375802492
Algodão,19.02,5.8,14.44,43.88,2.61,Neutro,592.9,25.308216340621406,37.6,16.208333333333332,2126.66567170272
Algodão,19.04,5.06,17.02,85.32,2.64,Neutro,598.6000000000001,25.3657311992984,37.6,17.083333333333332,1874.7436280703573
Milho,21.96,5.5,20.06,132.8,2.37,Neutro,591.3,24.894613955956487,35.9,9.166666666666666,6673.671959309113
Algodão,20.89,5.94,18.66,88.08,3.47,Neutro,596.0000000000001,25.352684339496548,37.6,16.75,1797.1678497261314
Milho,19.37,5.71,13.22,47.39,3.23,Neutro,591.3,24.78097382493667,35.9,6.958333333333333,5388.736926326718
Algodão,21.93,6.08,9.57,64.91,1.54,Neutro,590.5,25.333095512082856,37.6,16.333333333333332,1549.1408758246591
Algodão,18.09,4.88,17.03,112.34,2.94,Neutro,588.0,25.314521759367,37.6,16.208333333333332,1855.6691654277065
Algodão,21.19,5.44,18.61,91.25,2.62,Neutro,594.3,25.379902503877688,37.6,17.291666666666668,1776.0521264692525
Soja,21.49,5.74,10.71,141.08,1.62,Neutro,581.0,24.61309090909091,33.6,3.5416666666666665,4174.138553816456
Algodão,18.75,5.32,16.0,44.3,3.02,Neutro,588.1,25.38122076186233,37.6,17.291666666666668,1949.856097424826
Soja,21.6,6.01,7.26,70.07,2.83,Neutro,581.0,24.60839931153184,33.6,3.083333333333333,3642.310880327707
Milho,19.12,5.74,5.93,73.78,2.08,Neutro,580.3000000000001,24.91639344262295,35.9,9.666666666666666,6816.425068585711
Milho,21.69,5.59,19.12,48.21,1.54,Neutro,580.3000000000001,24.993397956510343,36.6,10.958333333333334,6904.562622583227
Algodão,18.77,6.09,10.4,63.58,1.86,Neutro,580.8000000000001,25.448357945779147,37.6,18.25,1687.0456669201062
Soja,20.16,5.65,15.81,82.81,3.1,Neutro,553.3000000000001,24.636,34.7,4.541666666666667,3669.4567041982027
Milho,18.36,5.83,6.31,65.3,2.16,Neutro,553.3,24.984419799837703,36.6,10.958333333333334,6894.6285653593995
Soja,21.58,5.79,9.84,64.3,3.07,Neutro,474.50000000000006,24.59074403702385,33.6,3.4166666666666665,3936.27219518174
Algodão,18.38,5.15,14.19,85.35,2.24,Neutro,481.4,25.469344073647868,37.6,18.20833333333333,1754.9029398932826
Algodão,18.37,5.36,16.16,76.15,3.47,Neutro,471.30000000000007,25.47905577412636,37.6,18.20833333333333,2086.644140593736
Milho,19.1,5.21,24.5,85.79,3.33,Neutro,464.2,24.93469329529244,35.9,9.666666666666666,5548.246529645594
Algodão,18.05,5.8,8.11,125.83,1.61,Neutro,470.3,25.4127100591716,37.6,17.083333333333332,1794.2119663651072
Algodão,18.88,5.79,9.36,54.3,1.67,Neutro,436.4,25.515080288573422,37.6,18.25,1817.2523106713763
Soja,19.25,5.94,5.04,74.08,2.26,Neutro,428.1,24.650126765664613,33.6,3.75,4148.670660198306
Soja,21.24,5.71,12.01,42.62,2.61,Neutro,428.1,24.74118239838764,34.7,5.291666666666667,4226.606149709343
Algodão,20.1,5.8,22.82,149.23,2.03,Neutro,432.6,25.606454566262304,38.1,19.541666666666668,1575.3301755088596
Algodão,18.12,5.94,23.59,60.87,3.19,Neutro,432.6,25.581772151898736,37.6,19.166666666666668,1729.71905510937
Soja,20.34,5.92,5.9,69.07,3.2,Neutro,423.5,24.72325581395349,34.7,4.791666666666667,4313.078524279721
Milho,21.46,5.99,11.16,84.42,2.26,Neutro,409.4,25.048606722206262,36.6,10.625,5857.330583092663
Soja,21.6,5.58,19.53,105.13,2.0,Neutro,409.4,24.812528925619837,35.9,6.208333333333333,4244.0332567936675
Algodão,20.89,5.38,24.85,65.21,1.59,Neutro,420.5,25.7425611637646,38.1,21.875,1984.5293091337746
Milho,19.82,5.15,15.0,134.72,2.13,Neutro,372.50000000000006,25.268717241379303,36.9,13.375,6230.370459514117
Algodão,18.27,5.78,22.49,117.09,1.83,Neutro,383.6,25.8003341501448,38.1,22.20833333333333,1729.7525903635399
Soja,19.42,5.55,12.35,133.25,2.79,Neutro,372.5,24.79505161979352,34.7,5.041666666666667,4229.031898756799
Algodão,18.59,4.89,13.76,79.53,2.42,Neutro,355.0,25.860735652559278,38.1,22.916666666666668,1677.8153743668443
Soja,18.86,5.2,21.98,145.88,2.66,Neutro,343.9,24.89163562478835,35.9,6.458333333333333,3859.383879502952
Soja,19.99,5.23,21.81,132.35,1.65,Neutro,318.20000000000005,24.92201652892562,35.9,6.958333333333333,4417.525256071236
Milho,20.45,5.02,5.23,87.83,3.28,Neutro,294.6,25.539376473670423,37.6,16.333333333333332,7024.133785137394
Soja,19.15,5.26,13.79,58.37,3.27,Neutro,291.70000000000005,24.88265709156194,34.7,5.291666666666667,3818.0108560365734
Algodão,18.12,5.34,12.92,100.72,1.6,Neutro,302.8,25.832684824902724,38.1,21.58333333333333,1643.8355517512014
Soja,20.68,5.97,21.33,134.14,2.52,Neutro,275.90000000000003,24.92061231755073,34.7,5.708333333333333,4429.53999139432
Soja,21.9,5.43,15.19,147.25,2.75,Neutro,275.90000000000003,24.950717535876787,35.9,6.208333333333333,3810.0474038418038
Algodão,19.92,5.17,20.67,82.52,2.92,Neutro,287.0,25.94239641657335,38.1,23.25,1914.7324493834756
Milho,19.56,5.21,23.16,51.98,2.18,Neutro,278.8,25.56319535987345,37.6,16.333333333333332,6368.219011491391
Soja,19.62,4.88,14.61,116.57,1.9,Neutro,256.3,24.955161173487863,34.7,5.708333333333333,3368.8033609704594
Algodão,18.77,5.13,24.99,86.6,1.96,Neutro,267.40000000000003,25.901295996297154,38.1,21.875,1734.8566610032076
Soja,19.18,5.58,8.04,49.97,3.22,Neutro,256.29999999999995,25.07923797223119,35.9,8.583333333333334,4253.819980117451
Algodão,20.91,5.82,23.89,108.69,2.71,Neutro,268.3,26.05627088438405,38.1,24.5,1876.1762719390063
Soja,20.02,5.69,24.5,98.08,1.72,Neutro,255.1,25.02695563833389,35.9,7.375,4175.4845247224175
Soja,20.1,5.83,24.37,76.49,2.35,Neutro,255.1,25.012530371398817,35.9,6.833333333333333,4607.285045474031
Soja,20.84,5.63,20.5,69.66,3.1,Neutro,255.1,25.0344642257306,35.9,7.583333333333333,4161.581812401394
Algodão,20.98,5.78,20.04,43.41,2.61,Neutro,268.5,26.0767247079568,38.1,25.0,1699.0895963445184
Milho,19.05,5.37,5.87,43.6,2.2,Neutro,254.2,25.49164086687307,36.9,14.833333333333334,6247.633801830303
Milho,20.83,5.94,15.2,149.67,2.27,Neutro,258.90000000000003,25.63010217448258,37.6,16.75,5569.9443994975345
Algodão,18.01,5.37,15.29,66.96,3.26,Neutro,269.0,26.100330614943797,38.1,25.541666666666668,1841.1013064565686
Soja,20.57,5.33,12.27,94.99,2.99,Neutro,254.2,25.14956409428479,35.9,9.416666666666666,3720.696246358955
Algodão,18.03,5.39,18.04,62.22,2.18,Neutro,250.0,26.06040268456376,38.1,23.916666666666668,1959.0092402606713
Soja,20.81,5.64,8.09,123.8,2.53,Neutro,238.9,25.085455786958008,35.9,8.291666666666666,4190.55883480003
Milho,18.38,5.78,13.82,65.91,3.22,Neutro,241.9,25.63927103315977,37.6,16.541666666666668,7032.554087531978
Algodão,19.15,4.88,5.15,43.38,2.4,Neutro,253.8,26.152951659612388,38.1,25.95833333333333,1807.0791529583207
Algodão,19.62,6.03,9.05,139.3,3.32,Neutro,252.0,26.11780104712042,38.1,25.0,1643.2150986423956
Soja,21.93,5.0,15.76,147.11,3.28,Neutro,238.6,25.08488812392427,35.9,8.291666666666666,3803.423328562477
Algodão,18.66,5.74,16.88,116.72,2.16,Neutro,241.9,26.1321192806738,38.1,25.291666666666668,1806.2015681105008
Soja,21.19,5.69,6.04,111.76,2.4,El Nino,760.9,26.35500826446281,38.4,14.083333333333334,3709.23281288098
Soja,20.83,6.08,13.38,67.12,3.4,El Nino,682.7,26.44474902100392,38.4,13.666666666666666,3922.7935627871957
Soja,18.38,5.96,13.11,125.72,3.27,El Nino,742.0,26.37466712188461,38.4,13.666666666666666,4318.001747499854
Milho,18.66,5.31,21.86,106.45,2.9,El Nino,1018.8,26.12363150867824,38.4,14.125,4232.2003852751195
Milho,18.03,5.77,9.45,124.54,2.04,El Nino,1018.8,26.12363150867824,38.4,14.125,5579.728948554545
Soja,19.92,6.15,6.77,67.95,2.55,El Nino,681.7,26.43513219847881,38.4,13.416666666666666,3995.726370518949
Algodão,19.56,5.02,15.69,120.16,2.14,El Nino,1266.1,26.0246380040098,38.4,14.541666666666666,1649.9210342056463
Soja,20.91,4.81,19.76,55.39,2.93,El Nino,719.7,26.369793489674485,38.4,13.333333333333334,3670.205068962485
Soja,18.27,5.13,17.71,130.68,2.47,El Nino,747.9,26.28173942019327,38.4,13.125,4139.68567723381
Algodão,19.25,5.34,19.46,127.74,2.54,El Nino,1215.3,26.048239355581128,38.4,14.333333333333334,1663.9311665773089
Milho,20.1,6.11,24.33,95.55,2.39,El Nino,998.1,26.11031980650363,38.4,13.666666666666666,4009.877893558678
Milho,20.71,6.16,12.21,50.75,3.19,El Nino,943.1,26.1114334961218,38.4,13.041666666666666,6333.532561416466
Algodão,19.37,5.83,10.77,42.13,1.97,El Nino,1239.4,25.983382654222627,38.4,13.541666666666666,1713.2322041201191
Milho,19.42,5.64,10.04,114.57,2.2,El Nino,996.7,26.099367255470607,38.4,13.333333333333334,5747.233492267773
Algodão,20.16,5.81,14.65,78.37,3.38,El Nino,1236.4,25.97484634646028,38.4,13.416666666666666,1538.0555598149567
Soja,20.02,4.85,5.38,43.3,2.76,El Nino,750.6,26.19617064158549,38.4,12.208333333333334,3511.4297139678342
Milho,18.01,5.94,18.52,94.86,2.78,El Nino,1001.4,26.099869007073615,38.4,13.333333333333334,4244.3794044142705
Soja,18.12,5.66,12.13,142.82,1.81,El Nino,722.5,26.230089766606824,38.4,11.958333333333334,3503.5855839558308
Milho,20.89,5.39,9.16,115.4,2.08,El Nino,982.5,26.07155385036997,38.4,12.833333333333334,6331.724909951598
Milho,20.1,4.95,21.98,83.04,2.19,El Nino,972.3,26.057359977483816,38.4,12.666666666666666,6059.471133455285
Soja,19.1,5.45,13.21,105.67,1.76,El Nino,752.8999999999999,26.13220453775821,38.4,11.458333333333334,3924.706525494314
Soja,21.11,5.05,16.38,108.03,2.04,El Nino,728.4,26.164628099173555,38.4,11.791666666666666,4196.428113929868
Milho,20.81,5.07,20.07,136.36,1.64,El Nino,967.2,26.072790387182916,38.4,12.333333333333334,5713.550688847666
Algodão,19.28,5.79,14.87,98.42,1.99,El Nino,1236.4,25.92285385500575,38.4,12.333333333333334,1877.0843222944227
Milho,18.05,4.93,19.05,102.88,2.2,El Nino,947.9,26.04021953278919,38.4,12.0,6514.943220518617
Milho,20.89,5.23,23.05,138.01,2.21,El Nino,966.9,26.06705186777748,38.4,12.291666666666666,4330.920330363232
Algodão,21.46,5.96,16.56,89.63,1.68,El Nino,1264.3,25.911695255067944,38.4,12.333333333333334,1617.20366317404
Milho,20.57,5.33,19.9,55.03,1.67,El Nino,955.4,26.03771460737405,38.4,11.833333333333334,5684.592322512182
Algodão,18.58,4.88,20.9,124.84,2.69,El Nino,1255.9,25.913134532210336,38.4,12.166666666666666,1866.8711885565813
Soja,18.38,6.0,15.87,44.02,2.19,El Nino,715.9,26.14574655841864,38.4,10.958333333333334,4469.288376211459
Soja,18.36,6.07,23.22,113.02,1.59,El Nino,721.7,26.16180718844474,38.4,11.458333333333334,3879.213069382415
Algodão,21.49,4.93,6.9,49.71,2.49,El Nino,1273.8,25.88141944015869,38.4,11.875,2138.440003090748
Soja,18.55,5.44,14.29,112.03,2.06,El Nino,828.4,26.06903454956409,38.4,11.166666666666666,4293.56068196617
Soja,19.02,4.93,8.54,105.01,2.59,El Nino,884.9,26.02774751682153,38.4,10.875,4060.285734904926
Soja,20.54,5.44,5.54,54.35,2.71,El Nino,799.7,26.03107438016529,38.1,10.5,4071.6569702228458
Milho,20.9,6.0,8.49,149.67,2.37,El Nino,1075.2,25.95577678805345,38.1,11.208333333333334,5818.193048814478
Soja,20.45,6.19,11.85,127.43,2.7,El Nino,719.9,26.05250978996084,38.1,10.0,4451.404467605063
Algodão,19.62,5.18,16.48,88.97,2.57,El Nino,1273.9,25.85135552126956,38.1,11.208333333333334,1800.0175951044532
Algodão,21.24,5.06,12.6,134.12,2.72,El Nino,1237.3,25.84433984466933,38.1,10.875,1988.4834969931999
Milho,20.18,5.63,22.01,92.31,1.98,El Nino,953.8,25.93911554921541,38.1,10.416666666666666,4839.8779351573285
Soja,19.82,5.53,7.41,83.25,2.41,El Nino,773.8,25.965961078866503,38.1,9.791666666666666,4642.132957758853
Milho,20.68,5.2,17.84,137.13,2.32,El Nino,944.1,25.95954710651384,38.1,10.5,6536.538015446914
Algodão,19.05,5.82,9.27,112.74,3.04,El Nino,1255.5,25.806159982273435,38.1,10.5,1789.5581943800687
Soja,19.52,5.7,14.77,81.0,2.42,El Nino,773.8,25.95211703958692,38.1,9.541666666666666,3431.96963469825
Soja,19.15,5.03,12.59,122.08,2.78,El Nino,773.8,25.95211703958692,38.1,9.541666666666666,3803.0706898839476
Milho,18.12,5.08,22.38,124.45,1.82,El Nino,1124.3,25.85601257532093,38.1,10.25,4492.46594050693
Milho,21.6,5.7,16.29,116.49,2.07,El Nino,1124.0,25.84218296862641,38.1,10.0,6952.370269462932
Algodão,21.96,4.82,21.88,43.48,3.0,El Nino,1241.4,25.776173037308308,38.1,9.791666666666666,2014.2128671834478
Soja,18.09,4.91,9.72,149.74,2.26,El Nino,761.5,25.937063183903987,38.1,9.083333333333334,3580.4497141055153
Milho,21.2,5.99,9.59,68.29,1.92,El Nino,1101.0,25.83827427644036,38.1,9.791666666666666,4727.305893884506
Milho,21.93,5.38,15.07,112.84,3.23,El Nino,1123.1,25.831621692428605,38.1,9.791666666666666,6002.827038489982
Soja,21.51,6.2,20.33,81.62,2.61,El Nino,748.9,25.95599857600569,38.1,9.083333333333334,4355.622347495281
Milho,20.84,5.25,6.49,84.06,3.08,El Nino,1101.0,25.83827427644036,38.1,9.791666666666666,4908.596892068267
Milho,20.34,4.95,7.8,85.77,2.32,El Nino,1073.5,25.856547781105363,38.1,9.791666666666666,5798.769414986648
Soja,18.5,5.01,9.72,134.4,3.47,El Nino,860.9,25.88269556383339,38.1,9.0,4450.12567676884
Algodão,19.18,4.99,7.38,51.49,1.88,El Nino,1244.1,25.75902196060675,38.1,9.291666666666666,1911.7973579336444
Soja,18.77,5.47,15.42,132.05,3.12,El Nino,852.1,25.86113537117904,38.1,8.583333333333334,3759.858325813887
Soja,21.93,5.73,16.84,40.9,1.63,El Nino,836.1999999999999,25.85206463195691,38.1,8.166666666666666,4424.904448616046
Milho,19.42,4.83,13.0,113.85,2.23,El Nino,1134.8,25.776342677495418,38.1,8.875,5119.646538265996
Milho,21.9,4.81,8.54,113.53,1.83,El Nino,1107.8,25.793832837435755,38.1,8.875,6739.288533759464
Milho,19.15,5.15,24.39,48.25,2.18,El Nino,1107.8000000000002,25.7941144853534,38.1,8.875,6123.05437939309
Soja,20.98,4.88,15.66,134.53,3.27,El Nino,888.3,25.793090909090907,38.1,8.125,3804.544157410125
Algodão,20.02,5.06,9.34,120.12,2.55,El Nino,1232.1999999999998,25.71835726053189,38.1,8.541666666666666,1816.1276643933427
Milho,18.77,4.92,17.97,123.02,2.46,El Nino,1152.9,25.73694350429576,38.1,8.541666666666666,5196.266839441049
Soja,19.62,5.34,14.46,75.44,2.09,El Nino,888.9000000000001,25.783867768595044,38.1,8.041666666666666,3913.9135328692923
Milho,19.99,5.59,17.08,120.98,3.41,El Nino,1080.5,25.77350735906693,38.1,8.458333333333334,3988.2204459410973
Milho,18.62,5.55,14.48,146.14,2.81,El Nino,1109.3000000000002,25.7543391188251,38.1,8.458333333333334,6017.9312968044005
Soja,18.31,5.3,9.28,63.04,2.86,El Nino,880.0,25.81034819394728,38.1,7.916666666666667,4174.154562233169
Milho,21.58,5.54,24.5,126.14,3.16,El Nino,1080.1999999999998,25.76525020967291,38.1,8.25,6760.41029141292
Algodão,18.68,5.96,7.82,47.51,3.25,El Nino,1193.8,25.77844006204299,38.1,9.958333333333334,2093.747216846673
Algodão,18.74,5.09,8.48,121.59,2.67,El Nino,1193.2,25.717988165680477,38.1,8.125,1530.3393370431716
Milho,18.86,6.06,22.12,54.3,2.83,El Nino,1066.9,25.74838164931044,38.1,7.958333333333333,6427.204926891418
Soja,19.12,5.35,6.5,46.55,2.21,El Nino,847.5,25.75557098229781,38.1,7.458333333333333,3964.3452607800855
Soja,18.88,5.7,17.67,101.43,2.85,El Nino,877.7,25.79279948337101,38.1,7.416666666666667,4473.663821209171
Milho,19.04,5.82,10.08,94.48,2.04,El Nino,1148.3,25.678323162642613,38.1,7.5,5417.947585293746
Algodão,21.6,5.3,16.37,121.19,2.4,El Nino,1191.4,25.703607167791485,38.1,8.25,1783.6108566120395
Soja,18.59,6.07,11.0,64.9,2.86,El Nino,887.6999999999999,25.719352771547584,38.1,6.333333333333333,3547.3173631180316
Milho,18.37,4.83,17.69,64.33,1.82,El Nino,1117.7,25.60958067203555,38.1,6.333333333333333,6995.033783993724
Soja,18.75,6.06,12.94,98.06,2.55,El Nino,855.6,25.624919210053857,38.1,5.833333333333333,3910.2426512945435
Soja,21.69,4.83,20.15,147.76,3.41,El Nino,865.0,25.63779937521694,38.1,5.666666666666667,4138.741866594436
Algodão,19.82,5.53,7.41,83.25,2.41,El Nino,569.1,25.639675748705244,37.3,16.875,1910.8748538623718
Milho,21.24,5.06,12.6,134.12,2.72,El Nino,567.3,25.49825499577821,34.3,9.625,6547.594462466567
Algodão,20.57,5.33,19.9,55.03,1.67,El Nino,567.4,25.724512168384127,37.6,18.916666666666668,1615.4277190628488
Algodão,20.68,5.2,17.84,137.13,2.32,El Nino,558.1,25.68432250839865,37.6,18.041666666666668,2024.0880915692594
Algodão,18.03,5.77,9.45,124.54,2.04,El Nino,558.1,25.588567461235822,36.6,16.0,1970.9824220184717
Algodão,21.51,6.2,20.33,81.62,2.61,El Nino,558.0999999999999,25.65322617160969,37.3,17.375,1779.6599438989992
Milho,21.69,4.83,20.15,147.76,3.41,El Nino,558.0,25.497563049022386,34.3,9.625,6389.821003713523
Algodão,21.19,5.69,6.04,111.76,2.4,El Nino,526.5,25.67133801222549,37.3,17.708333333333332,1567.6609891819105
Algodão,18.05,4.93,19.05,102.88,2.2,El Nino,526.4,25.557895975523653,36.6,15.333333333333334,1599.4967613735623
Milho,20.98,4.88,15.66,134.53,3.27,El Nino,526.4,25.453800378685425,34.3,10.166666666666666,4817.916843728793
Algodão,18.37,4.83,17.69,64.33,1.82,El Nino,495.5,25.728843106180666,37.6,18.416666666666668,1773.885692177409
Algodão,18.88,5.7,17.67,101.43,2.85,El Nino,495.3999999999999,25.57583908593192,36.6,15.333333333333334,1697.105871765006
Algodão,21.93,5.73,16.84,40.9,1.63,El Nino,489.4,25.755467511885893,37.6,18.75,1762.772636408156
Soja,20.1,6.11,24.33,95.55,2.39,El Nino,489.3,25.49024644220757,33.9,5.75,4430.797609900939
Algodão,19.02,4.93,8.54,105.01,2.59,El Nino,463.6,25.761233781015253,37.6,18.75,1726.6262767567073
Algodão,20.71,6.16,12.21,50.75,3.19,El Nino,463.6,25.797097274540217,38.1,20.041666666666668,1898.2811432293956
Milho,21.96,4.82,21.88,43.48,3.0,El Nino,463.5,25.47774732803508,34.3,10.5,5830.850150576703
Milho,19.62,5.34,14.46,75.44,2.09,El Nino,463.5,25.511178486686,35.3,11.833333333333334,6263.469848175092
Algodão,20.89,5.23,23.05,138.01,2.21,El Nino,404.2000000000001,25.770206022187004,37.6,19.33333333333333,1686.4197134642475
Algodão,20.9,6.0,8.49,149.67,2.37,El Nino,401.4,25.788906497622825,38.1,19.625,1865.4595710152694
Soja,19.18,4.99,7.38,51.49,1.88,El Nino,393.9,25.537590361445783,33.9,6.75,3846.47130693196
Algodão,19.99,5.59,17.08,120.98,3.41,El Nino,394.0,25.928349046261783,38.6,22.291666666666668,1828.1596067361295
Algodão,19.1,5.45,13.21,105.67,1.76,El Nino,389.8,25.88216617878856,38.1,21.5,1677.2728282272435
Algodão,18.27,5.13,17.71,130.68,2.47,El Nino,389.8,25.93704852647906,38.6,22.625,2030.7466267343243
Soja,21.58,5.54,24.5,126.14,3.16,El Nino,375.1,25.549822408782696,33.9,8.958333333333334,4250.777720933432
Soja,18.86,6.06,22.12,54.3,2.83,El Nino,375.1,25.53200427198291,33.9,6.833333333333333,3947.8956180227806
Algodão,18.5,5.01,9.72,134.4,3.47,El Nino,375.2,25.779314448940728,37.6,18.70833333333333,1589.561524169784
Milho,18.68,5.96,7.82,47.51,3.25,El Nino,367.9,25.50008559201141,34.5,11.083333333333334,7668.91360907943
Soja,18.77,4.92,17.97,123.02,2.46,El Nino,367.9,25.54499822000712,33.9,7.083333333333333,4537.331665394016
Algodão,18.12,5.08,22.38,124.45,1.82,El Nino,368.00000000000006,25.82249005382635,38.1,19.83333333333333,1981.869725740073
Milho,20.02,4.85,5.38,43.3,2.76,El Nino,352.8,25.589651558815827,35.6,14.583333333333334,4537.538276196714
Algodão,20.89,5.39,9.16,115.4,2.08,El Nino,352.90000000000003,25.834650887573964,38.1,19.83333333333333,1918.2158577456914
Soja,20.34,4.95,7.8,85.77,2.32,El Nino,351.3,25.56617400067182,33.9,8.916666666666666,3498.3892381108867
Milho,18.36,6.07,23.22,113.02,1.59,El Nino,342.1,25.606706837830757,36.6,15.125,5485.545464280786
Soja,19.28,5.79,14.87,98.42,1.99,El Nino,342.1,25.552926391382403,33.9,7.625,4115.589488472858
Algodão,20.83,6.08,13.38,67.12,3.4,El Nino,341.7,25.96582278481013,38.6,22.625,1650.6023281763937
Milho,21.49,4.93,6.9,49.71,2.49,El Nino,341.6,25.559942938659056,35.6,12.5,5284.695208716169
Soja,19.42,4.83,13.0,113.85,2.23,El Nino,341.30000000000007,25.553418951752867,33.9,8.75,3954.5430280174896
Algodão,18.55,5.44,14.29,112.03,2.06,El Nino,341.40000000000003,26.040171132627787,38.6,24.291666666666668,1718.7225554314653
Milho,20.16,5.81,14.65,78.37,3.38,El Nino,341.30000000000007,25.570303681805967,35.6,14.541666666666666,4064.579292981582
Milho,18.58,4.88,20.9,124.84,2.69,El Nino,341.3,25.570058708414876,35.6,13.416666666666666,6717.978327781569
Algodão,21.11,5.05,16.38,108.03,2.04,El Nino,341.40000000000003,26.040171132627787,38.6,24.291666666666668,1600.062282010461
Algodão,18.38,5.96,13.11,125.72,3.27,El Nino,341.20000000000005,26.12477407978841,38.6,25.916666666666668,1713.3960894512338
Soja,18.01,5.94,18.52,94.86,2.78,El Nino,341.1,25.49786815349295,34.3,9.25,3902.784323068907
Algodão,18.12,5.66,12.13,142.82,1.81,El Nino,333.70000000000005,26.12503877686683,38.6,25.916666666666668,1570.5695704933933
Algodão,18.09,4.91,9.72,149.74,2.26,El Nino,332.70000000000005,25.92984615384616,38.6,22.08333333333333,1779.2818386187248
Algodão,20.18,5.63,22.01,92.31,1.98,El Nino,332.70000000000005,26.14263239530246,38.6,26.25,1879.400166908568
Algodão,18.62,5.55,14.48,146.14,2.81,El Nino,331.00000000000006,26.120716685330347,38.6,25.875,1998.6993035172193
Soja,19.42,5.64,10.04,114.57,2.2,El Nino,330.90000000000003,25.45867497540177,34.3,9.416666666666666,4819.187261070698
Soja,19.25,5.34,19.46,127.74,2.54,El Nino,330.8,25.421243191284848,34.3,9.75,4381.522677974282
Milho,19.05,5.82,9.27,112.74,3.04,El Nino,330.9,25.68475242336914,37.3,17.166666666666668,5434.559862036182
Algodão,20.1,4.95,21.98,83.04,2.19,El Nino,327.8,26.21846086384565,38.6,27.666666666666668,1707.81122679251
Milho,18.74,5.09,8.48,121.59,2.67,El Nino,327.1,25.610197457397888,36.6,15.708333333333334,5796.144831540327
Algodão,20.54,5.44,5.54,54.35,2.71,El Nino,327.8,26.16812207618624,38.6,26.666666666666668,1524.8691573428277
Algodão,18.31,5.3,9.28,63.04,2.86,El Nino,327.8,26.184511411477956,38.6,27.0,2065.0446536022528
Soja,21.46,5.96,16.56,89.63,1.68,El Nino,322.1,25.41132012092711,34.3,9.333333333333334,3548.693757655248
Soja,20.81,5.07,20.07,136.36,1.64,El Nino,322.1,25.40570330022429,34.3,10.291666666666666,3413.361611668024
Soja,19.62,5.18,16.48,88.97,2.57,El Nino,321.8,25.40767641996558,34.3,9.0,3529.3052963135215
Soja,21.6,5.7,16.29,116.49,2.07,El Nino,321.8,25.401468077842264,34.3,9.125,4283.176421041049
Algodão,18.75,6.06,12.94,98.06,2.55,El Nino,312.70000000000005,26.085326468523288,38.6,25.25,2022.2238277098036
Algodão,18.77,5.47,15.42,132.05,3.12,El Nino,313.40000000000003,26.213352848457557,38.6,27.58333333333333,1734.7465396689402
Soja,21.93,5.38,15.07,112.84,3.23,El Nino,312.6000000000001,25.39098106712564,34.3,9.291666666666666,3513.7819114360937
Milho,19.92,6.15,6.77,67.95,2.55,El Nino,312.70000000000005,25.639654699917784,37.3,16.666666666666668,7283.253086281509
Milho,19.15,5.03,12.59,122.08,2.78,El Nino,310.00000000000006,25.706491750067624,37.6,17.708333333333332,5382.272760929748
Milho,21.6,5.3,16.37,121.19,2.4,El Nino,310.00000000000006,25.72122578933404,37.6,18.33333333333333,4034.17193966041
Algodão,21.2,5.99,9.59,68.29,1.92,El Nino,289.6,26.12310059171598,38.6,25.58333333333333,1746.3034655018105
Milho,20.45,6.19,11.85,127.43,2.7,El Nino,227.0,25.68892927033827,37.3,17.0,7161.438598100466
Milho,18.59,6.07,11.0,64.9,2.86,El Nino,227.0,25.64002853067047,37.3,16.0,5804.153691305818
Soja,20.84,5.25,6.49,84.06,3.08,El Nino,188.2,25.439847275251648,34.3,10.041666666666666,3669.1061003331
Soja,19.04,5.82,10.08,94.48,2.04,El Nino,188.2,25.44998306806637,34.5,10.583333333333334,3563.253724189023
Algodão,21.9,4.81,8.54,113.53,1.83,El Nino,190.1,26.389940172834034,38.6,30.0,1916.88759044314
Soja,19.37,5.83,10.77,42.13,1.97,El Nino,188.2,25.49170247933884,35.6,11.375,4043.0897555261317
Milho,18.38,6.0,15.87,44.02,2.19,El Nino,188.3,25.84429906542056,38.1,19.666666666666668,5395.022341036446
Milho,19.12,5.35,6.5,46.55,2.21,El Nino,188.3,25.73754573599775,37.6,17.333333333333332,4871.845982033436
Algodão,19.52,5.7,14.77,81.0,2.42,El Nino,157.4,26.40793049676989,38.6,30.0,1672.232713385998
Algodão,18.66,5.31,21.86,106.45,2.9,El Nino,156.30000000000004,26.282678277241704,38.6,27.25,1689.9783197549252
Soja,19.56,5.02,15.69,120.16,2.14,El Nino,152.79999999999998,25.54928925619835,35.6,12.0,4315.511972554453
Algodão,19.15,5.15,24.39,48.25,2.18,El Nino,153.60000000000002,26.342168955084944,38.6,28.291666666666668,1684.048836787983
Soja,20.02,5.06,9.34,120.12,2.55,El Nino,145.0,25.46055535777857,34.3,10.041666666666666,4223.735392692222
Algodão,20.91,4.81,19.76,55.39,2.93,El Nino,145.8,26.39914844649022,38.6,29.33333333333333,2063.7392012279015
Algodão,19.62,5.18,16.48,88.97,2.57,Neutro,1249.9,25.324727110715084,37.2,5.083333333333333,1745.8524781086076
Algodão,18.59,6.07,11.0,64.9,2.86,Neutro,1219.6,25.331501913983335,37.2,5.083333333333333,1590.815054041696
